,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,,,
,Jmag (1.22u),Hmag (1.63u),Kmag (2.19u),3.4u,4.6u,5.8u,8u,12u,22u,24u,,J (1.22u),H (1.63u),K (2.19u),3.6u flux,4.5u flux,5.8u flux,9u flux,12u flux,18u flux,25u flux,60u flux,65u flux,90u flux,100u flux,140u flux,160u flux,8.28u,12.13u,14.65,21.34,,,class
,12.454,11.352,10.8,,,,,,,,,,,,0.0224,0.0134,0.00957,0.0098,,,0.0050175,,,,,,,,,,,,,Post- AGB
,12.988,12.011,11.813,,,,,,,,,,,,0.00654,0.00455,0.00371,0.00344,,,0.0016865,,,,,,,,,,,,,Post- AGB
,10.931,9.969,9.392,,,,,,,,,,,,0.0582,0.0458,0.0372,0.0409,,,0.0405,,,,,,,,,,,,,Post- AGB
,15.406,14.719,13.687,,,,,,,,,,,,0.00511,0.00689,0.00817,0.00999,,,0.01065,,,,,,,,,,,,,Post- AGB
,16.454,15.792,15.204,,,,,,,,,,,,0.00128,0.00152,0.0058,0.0286,,,0.39495,,1.863,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00506,0.00389,0.00397,0.00892,,,0.01402,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000103,0.000181,0.000271,0.000568,,,0.0025945,,,,,,,,,,,,,Post- AGB
,16.432,16.567,15.632,,,,,,,,,,,,0.000448,0.000743,0.00168,0.00555,,,0.088185,,0.1567,,,,,,,,,,,Post- AGB
,10.502,9.594,9.215,,,,,,,,,,,,0.0641,0.0415,0.0344,0.0221,,,0.0093645,,,,,,,,,,,,,Post- AGB
,14.714,14.731,14.846,,,,,,,,,,,,0.000315,0.000217,0.000144,0.000106,,,0.0032225,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000721,0.000818,0.00203,0.00588,,,0.026855,,,,,,,,,,,,,Post- AGB
,12.582,11.719,11.46,,,,,,,,,,,,0.00837,0.00476,0.00348,0.00205,,,0.001303,,,,,,,,,,,,,Post- AGB
,15.316,14.594,13.687,,,,,,,,,,,,0.00408,0.00449,0.00464,0.0054,,,0.003738,,,,,,,,,,,,,Post- AGB
,13.931,13.066,11.741,,,,,,,,,,,,0.045,0.0598,0.0753,0.1,,,0.084705,,,,,,,,,,,,,Post- AGB
,12.129,11.161,10.887,,,,,,,,,,,,0.0158,0.00962,0.00772,0.00534,,,0.0025175,,,,,,,,,,,,,Post- AGB
,12.35,11.433,11.093,,,,,,,,,,,,0.0127,0.00818,0.00629,0.00497,,,0.0022595,,,,,,,,,,,,,Post- AGB
,15.88,15.19,,,,,,,,,,,,,0.00288,0.00375,0.00413,0.00465,,,0.0029905,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0243,0.0154,0.0125,0.0139,,,0.0061425,,,,,,,,,,,,,Post- AGB
,16.871,15.448,13.722,,,,,,,,,,,,0.00677,0.00975,0.0137,0.0224,,,0.30495,,1.528,,,,,,,,,,,Post- AGB
,13.611,13.088,12.842,,,,,,,,,,,,0.00335,0.00245,0.0021,0.00221,,,0.002228,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000081,0.000063,,0.000321,,,0.00278,,,,,,,,,,,,,Post- AGB
,12.467,11.57,11.303,,,,,,,,,,,,0.00985,0.00686,0.00513,0.00465,,,0.0024125,,,,,,,,,,,,,Post- AGB
,12.724,11.562,10.882,,,,,,,,,,,,0.0287,0.0234,0.0225,0.0261,,,0.01235,,,,,,,,,,,,,Post- AGB
,15.042,15.086,15.183,,,,,,,,,,,,0.000349,0.000265,0.000279,0.000644,,,0.012295,,,,,,,,,,,,,Post- AGB
,13.935,13.211,12.897,,,,,,,,,,,,0.00224,0.00248,0.00294,0.00645,,,0.01383,,,,,,,,,,,,,Post- AGB
,15.603,15.211,14.583,,,,,,,,,,,,,0.000566,0.00168,0.00526,,,0.08039,,,,,,,,,,,,,Post- AGB
,12.272,11.333,11.01,,,,,,,,,,,,0.0142,0.00816,0.00637,0.00499,,,0.0025315,,,,,,,,,,,,,Post- AGB
,16.255,15.697,14.69,,,,,,,,,,,,0.00253,0.00308,0.00836,0.0238,,,0.082905,,,,,,,,,,,,,Post- AGB
,12.997,12.174,11.938,,,,,,,,,,,,0.00524,0.00301,0.00213,0.00128,,,0.001682,,,,,,,,,,,,,Post- AGB
,10.203,9.137,8.503,,,,,,,,,,,,0.07529,0.0602,0.06315,0.05589,,,0.03016,,,,,,,,,,,,,Post- AGB
,14.305,12.713,11.539,,,,,,,,,,,,0.0202,0.0164,0.0196,0.0262,,,0.0193,,,,,,,,,,,,,Post- AGB
,12.491,11.611,11.389,,,,,,,,,,,,0.00891,0.00516,0.00353,0.00231,,,0.000972,,,,,,,,,,,,,Post- AGB
,16.346,16.313,,,,,,,,,,,,,0.000558,0.000771,0.00102,0.00291,,,0.02598,,,,,,,,,,,,,Post- AGB
,14.807,14.699,14.48,,,,,,,,,,,,0.00075,0.000519,0.000401,0.000243,,,0.0016645,,,,,,,,,,,,,Post- AGB
,11.283,10.288,9.955,,,,,,,,,,,,0.0364,0.0238,0.0194,0.0138,,,0.0081795,,,,,,,,,,,,,Post- AGB
,14.037,13.16,12.922,,,,,,,,,,,,0.00209,0.00129,0.00094,0.000751,,,0.001441,,0.02384,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00251,0.00341,0.00612,0.0189,,,0.14475,,,,,,,,,,,,,Post- AGB
,15.536,15.63,15.514,,,,,,,,,,,,0.000258,0.000182,0.000123,0.000101,,,0.002111,,,,,,,,,,,,,Post- AGB
,14.093,14.165,14.122,,,,,,,,,,,,0.000602,0.000393,0.00027,0.000119,,,0.001099,,,,,,,,,,,,,Post- AGB
,14.537,13.813,13.652,,,,,,,,,,,,0.0011,0.000676,0.000517,0.000497,,,0.006499,,,,,,,,,,,,,Post- AGB
,12.228,11.275,10.904,,,,,,,,,,,,0.0164,0.0104,0.00769,0.00479,,,0.002481,,,,,,,,,,,,,Post- AGB
,12.98,12.272,11.799,,,,,,,,,,,,,,0.00241,0.00277,,,0.0049615,,,,,,,,,,,,,Post- AGB
,13.408,13.254,13.168,,,,,,,,,,,,0.00179,0.00133,0.00305,0.0135,,,0.06431,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000328,0.000257,0.000591,0.00139,,,0.01297,,0.2323,,,,,,,,,,,Post- AGB
,15.864,15.774,15.199,,,,,,,,,,,,0.000775,0.00085,0.00174,0.00434,,,0.0050665,,,,,,,,,,,,,Post- AGB
,14.093,14.017,13.752,,,,,,,,,,,,0.00123,0.000942,0.00075,0.000565,,,0.0011445,,,,,,,,,,,,,Post- AGB
,13.098,13.095,13.097,,,,,,,,,,,,0.00167,0.00109,0.000788,0.000595,,,0.016925,,,,,,,,,,,,,Post- AGB
,12.308,11.358,11.076,,,,,,,,,,,,0.0125,0.00724,0.00564,0.00387,,,0.0017605,,,,,,,,,,,,,Post- AGB
,12.575,11.699,11.413,,,,,,,,,,,,0.00956,0.00569,0.00448,0.00364,,,0.0020095,,,,,,,,,,,,,Post- AGB
,14.84,14.932,14.893,,,,,,,,,,,,0.000304,0.000204,0.000173,0.000184,,,0.006088,,,,,,,,,,,,,Post- AGB
,12.369,11.474,11.133,,,,,,,,,,,,0.0122,0.00706,0.00532,0.00377,,,0.0016875,,,,,,,,,,,,,Post- AGB
,11.472,10.693,10.296,,,,,,,,,,,,0.0407,0.0268,0.0224,0.0187,,,0.008099,,,,,,,,,,,,,Post- AGB
,12.635,11.698,11.349,,,,,,,,,,,,0.00945,0.00574,0.00461,0.00314,,,0.0012665,,,,,,,,,,,,,Post- AGB
,14.621,14.78,14.883,,,,,,,,,,,,0.000291,0.000192,0.000125,0.000156,,,0.0067625,,,,,,,,,,,,,Post- AGB
,12.57,11.599,11.365,,,,,,,,,,,,0.0101,0.00663,0.00528,0.0039,,,0.0016215,,,,,,,,,,,,,Post- AGB
,12.977,12.1,11.819,,,,,,,,,,,,0.00618,0.00359,0.00275,0.00238,,,0.0025685,,,,,,,,,,,,,Post- AGB
,12.527,11.52,11.226,,,,,,,,,,,,0.0112,0.00764,0.0058,0.0049,,,0.0031465,,,,,,,,,,,,,Post- AGB
,12.105,11.14,10.839,,,,,,,,,,,,0.0156,0.00929,0.00706,0.00504,,,0.0024635,,,,,,,,,,,,,Post- AGB
,15.555,15.671,15.52,,,,,,,,,,,,0.000234,,0.000231,0.000436,,,0.006847,,,,,,,,,,,,,Post- AGB
,14.58,14.681,14.846,,,,,,,,,,,,0.00038,0.000267,0.0003,0.000534,,,0.011655,,,,,,,,,,,,,Post- AGB
,12.945,12.699,12.219,,,,,,,,,,,,0.0176,0.0243,0.033,0.0497,,,0.05998,,,,,,,,,,,,,Post- AGB
,10.541,9.647,9.235,,,,,,,,,,,,0.0758,0.0441,0.0349,0.0233,,,0.0099385,,,,,,,,,,,,,Post- AGB
,,15.33,12.832,,,,,,,,,,,,0.04,0.097,0.0949,0.117,,,0.10134,,,,,,,,,,,,,Post- AGB
,16.094,15.542,14.478,,,,,,,,,,,,0.00237,0.00305,0.00637,0.0193,,,0.1517,,,,,,,,,,,,,Post- AGB
,13.26,12.443,12.132,,,,,,,,,,,,0.00463,0.00271,0.002,0.00213,,,0.002404,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0064,,0.00298,0.00226,,,0.0021855,,,,,,,,,,,,,Post- AGB
,12.487,11.374,11.02,,,,,,,,,,,,0.0144,0.00826,0.00684,0.00575,,,0.004992,,,,,,,,,,,,,Post- AGB
,14.267,13.64,13.408,,,,,,,,,,,,0.00248,0.00238,0.00226,0.00212,,,0.0011055,,,,,,,,,,,,,Post- AGB
,15.64,15.698,15.947,,,,,,,,,,,,0.000181,0.000133,0.00012,0.000183,,,0.001727,,,,,,,,,,,,,Post- AGB
,15.48,13.877,12.459,,,,,,,,,,,,0.0206,0.0256,0.0303,0.0346,,,0.07183,,0.4109,,,,,,,,,,,Post- AGB
,,,15.513,,,,,,,,,,,,0.00153,0.00276,0.00338,0.00452,,,0.2199,,0.2541,,,,,,,,,,,Post- AGB
,13.299,12.317,11.958,,,,,,,,,,,,0.00947,0.0107,0.0125,0.0168,,,0.01338,,,,,,,,,,,,,Post- AGB
,15.839,15.565,14.71,,,,,,,,,,,,0.00189,0.00292,0.00416,0.0125,,,0.1503,,0.1398,,,,,,,,,,,Post- AGB
,12.397,11.553,11.165,,,,,,,,,,,,0.0115,0.00782,0.00616,0.00517,,,0.0026655,,,,,,,,,,,,,Post- AGB
,15.236,14.49,13.795,,,,,,,,,,,,,,0.00171,0.00701,,,0.02836,,0.2693,,,,,,,,,,,Post- AGB
,12.46,11.542,11.09,,,,,,,,,,,,0.0179,0.0143,0.0128,0.0281,,,0.051335,,,,,,,,,,,,,Post- AGB
,15.304,14.728,14.12,,,,,,,,,,,,0.00548,0.00576,0.0301,0.108,,,0.19725,,0.04693,,,,,,,,,,,Post- AGB
,16.695,16.018,15.017,,,,,,,,,,,,0.00161,0.00157,0.00864,0.023,,,0.14065,,1.713,,,,,,,,,,,Post- AGB
,12.321,11.63,11.257,,,,,,,,,,,,0.024,0.027,0.0304,0.0331,,,0.01456,,,,,,,,,,,,,Post- AGB
,11.026,10.274,9.886,,,,,,,,,,,,0.041,0.0191,0.0149,0.0124,,,0.010285,,,,,,,,,,,,,Post- AGB
,15.678,15.34,15.011,,,,,,,,,,,,,0.00101,0.00615,0.0142,,,0.10955,,,,,,,,,,,,,Post- AGB
,12.83,11.86,11.603,,,,,,,,,,,,0.00809,0.00606,0.00533,0.00829,,,0.003722,,,,,,,,,,,,,Post- AGB
,15.777,15.362,14.111,,,,,,,,,,,,0.0043,0.00665,0.0183,0.0555,,,0.37785,,0.09485,,,,,,,,,,,Post- AGB
,14.226,14.289,14.394,,,,,,,,,,,,0.000555,0.000359,0.000245,0.00026,,,0.022115,,,,,,,,,,,,,Post- AGB
,12.972,12.086,11.813,,,,,,,,,,,,0.00617,0.00406,0.00306,0.00255,,,0.001185,,,,,,,,,,,,,Post- AGB
,12.742,11.743,11.476,,,,,,,,,,,,0.00932,0.0064,0.00481,0.00382,,,0.001874,,,,,,,,,,,,,Post- AGB
,17.142,16.637,,,,,,,,,,,,,0.000316,0.000355,0.000416,0.00175,,,0.015095,,,,,,,,,,,,,Post- AGB
,12.449,11.486,11.146,,,,,,,,,,,,0.0116,0.00698,0.00536,0.004,,,0.002248,,,,,,,,,,,,,Post- AGB
,16.773,16.724,15.856,,,,,,,,,,,,0.000361,0.000594,0.000895,0.00206,,,0.040905,,,,,,,,,,,,,Post- AGB
,15.029,15.204,15.325,,,,,,,,,,,,0.000234,0.00015,0.000153,0.000531,,,0.0053985,,,,,,,,,,,,,Post- AGB
,14.954,14.678,14.002,,,,,,,,,,,,,,0.00851,0.0227,,,0.42895,,,,,,,,,,,,,Post- AGB
,14.875,14.863,14.933,,,,,,,,,,,,0.000331,0.000211,0.000119,0.000118,,,0.001323,,,,,,,,,,,,,Post- AGB
,12.485,11.537,11.25,,,,,,,,,,,,0.0104,0.00731,0.00575,0.00456,,,0.002114,,,,,,,,,,,,,Post- AGB
,15.664,15.697,15.664,,,,,,,,,,,,0.000152,0.000102,,0.00017,,,0.0060145,,0.1156,,,,,,,,,,,Post- AGB
,13.195,12.258,11.881,,,,,,,,,,,,0.0123,0.0129,0.0141,0.0163,,,0.0097795,,,,,,,,,,,,,Post- AGB
,15.447,15.212,15.048,,,,,,,,,,,,0.000492,0.000389,0.000302,0.000304,,,0.002156,,,,,,,,,,,,,Post- AGB
,12.641,11.638,11.369,,,,,,,,,,,,0.0103,0.00638,0.00462,0.00383,,,0.00172,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,,0.00129,0.0084,0.0217,,,0.25425,,2.169,,,,,,,,,,,Post- AGB
,15.984,14.492,13.118,,,,,,,,,,,,0.0131,0.0157,0.0176,0.019,,,0.009009,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000193,0.000175,0.000549,0.00147,,,0.0061225,,,,,,,,,,,,,Post- AGB
,13.722,12.883,12.698,,,,,,,,,,,,0.00311,0.00213,0.00198,0.00512,,,0.007735,,,,,,,,,,,,,Post- AGB
,14.422,14.518,14.516,,,,,,,,,,,,0.000409,0.000265,0.000165,0.000114,,,0.0025365,,,,,,,,,,,,,Post- AGB
,12.232,11.289,11.008,,,,,,,,,,,,0.0144,0.00928,0.00716,0.00821,,,0.007178,,,,,,,,,,,,,Post- AGB
,13.69,13.732,13.784,,,,,,,,,,,,0.00087,0.000556,0.000342,0.000188,,,0.0023745,,,,,,,,,,,,,Post- AGB
,16.607,16.466,15.366,,,,,,,,,,,,0.00152,0.00158,0.00547,0.0172,,,0.098455,,0.1072,,,,,,,,,,,Post- AGB
,15.812,15.231,14.704,,,,,,,,,,,,,0.0014,0.00583,0.0208,,,0.2045,,,,,,,,,,,,,Post- AGB
,11.08,10.366,10.089,,,,,,,,,,,,0.0341,0.0207,0.0155,0.0117,,,0.01172,,,,,,,,,,,,,Post- AGB
,15.801,15.411,14.932,,,,,,,,,,,,0.00061,0.000716,0.000779,0.00235,,,0.03064,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00103,0.000801,0.00111,0.00631,,,0.023075,,,,,,,,,,,,,Post- AGB
,15.176,14.374,13.765,,,,,,,,,,,,,0.00215,0.00412,0.0142,,,0.2106,,2.235,,,,,,,,,,,Post- AGB
,17.625,16.576,15.468,,,,,,,,,,,,0.00169,0.00194,0.0111,0.0356,,,0.10225,,0.9109,,,,,,,,,,,Post- AGB
,12.422,11.576,11.181,,,,,,,,,,,,0.013,0.0072,0.00607,0.00528,,,0.0038055,,,,,,,,,,,,,Post- AGB
,13.706,12.926,12.709,,,,,,,,,,,,0.00272,0.00172,0.00118,0.00113,,,0.0020835,,,,,,,,,,,,,Post- AGB
,12.273,11.316,10.987,,,,,,,,,,,,0.0142,0.00987,0.00768,0.00634,,,0.0039875,,,,,,,,,,,,,Post- AGB
,16.196,15.586,13.963,,,,,,,,,,,,0.0085,0.00975,0.0373,0.127,,,0.20035,,0.1188,,,,,,,,,,,Post- AGB
,15.537,15.332,14.891,,,,,,,,,,,,0.00043,0.000447,0.000517,0.00298,,,0.0050005,,,,,,,,,,,,,Post- AGB
,14.732,14.177,13.333,,,,,,,,,,,,0.006,0.00688,0.00798,0.0112,,,0.011565,,,,,,,,,,,,,Post- AGB
,13.263,12.36,12.072,,,,,,,,,,,,0.00501,0.00306,0.00234,0.00203,,,0.0009645,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00215,0.00131,0.000905,0.000428,,,0.0035915,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000081,0.00007,,0.000238,,,0.0049675,,,,,,,,,,,,,Post- AGB
,12.379,11.368,10.951,,,,,,,,,,,,0.0157,0.0102,0.00778,0.00714,,,0.0045215,,,,,,,,,,,,,Post- AGB
,12.343,11.103,10.31,,,,,,,,,,,,0.0484,0.0262,0.0154,0.0156,,,0.013695,,,,,,,,,,,,,Post- AGB
,15.081,15.14,15.377,,,,,,,,,,,,0.000211,0.000153,0.000145,0.000284,,,0.02409,,,,,,,,,,,,,Post- AGB
,10.813,9.853,9.528,,,,,,,,,,,,0.0631,0.0382,0.0312,0.0237,,,0.013295,,,,,,,,,,,,,Post- AGB
,14.998,13.625,12.341,,,,,,,,,,,,0.0213,0.0261,0.0313,0.038,,,0.059195,,,,,,,,,,,,,Post- AGB
,16.699,16.48,15.731,,,,,,,,,,,,0.000922,0.001,0.00355,0.0101,,,0.08746,,0.043,,,,,,,,,,,Post- AGB
,16.08,15.634,15.229,,,,,,,,,,,,0.00129,0.000905,0.00691,0.0196,,,0.095725,,0.9006,,,,,,,,,,,Post- AGB
,12.433,11.483,11.166,,,,,,,,,,,,0.0115,0.00794,0.00611,0.00473,,,0.0019445,,,,,,,,,,,,,Post- AGB
,14.204,13.358,13.132,,,,,,,,,,,,0.00204,0.00162,0.00149,0.00281,,,0.0020915,,,,,,,,,,,,,Post- AGB
,16.412,14.067,11.69,,,,,,,,,,,,0.16,0.277,0.412,0.511,,,0.2928,,,,,,,,,,,,,Post- AGB
,13.295,12.844,12.68,,,,,,,,,,,,0.00395,0.00383,0.0124,0.0715,,,0.2692,,,,,,,,,,,,,Post- AGB
,13.252,12.489,12.165,,,,,,,,,,,,0.0058,0.00391,0.0031,0.00284,,,0.001437,,,,,,,,,,,,,Post- AGB
,14.938,14.274,14.181,,,,,,,,,,,,0.000684,0.000412,0.000279,0.000176,,,0.0019355,,,,,,,,,,,,,Post- AGB
,12.49,11.601,11.24,,,,,,,,,,,,0.011,0.00673,0.00503,0.00329,,,0.001406,,,,,,,,,,,,,Post- AGB
,14.608,14.691,14.742,,,,,,,,,,,,0.000347,0.000218,0.000181,0.000125,,,0.001789,,,,,,,,,,,,,Post- AGB
,15.694,15.404,14.44,,,,,,,,,,,,0.0034,0.00342,0.0141,0.051,,,0.1323,,0.05445,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00014,0.000128,0.00011,0.00016,,,0.000914,,,,,,,,,,,,,Post- AGB
,12.392,11.387,10.973,,,,,,,,,,,,0.0154,0.0096,0.00747,0.00616,,,0.0042275,,,,,,,,,,,,,Post- AGB
,13.279,12.401,12.124,,,,,,,,,,,,0.00542,0.00365,0.00311,0.00606,,,0.005174,,,,,,,,,,,,,Post- AGB
,10.687,9.722,9.255,,,,,,,,,,,,0.0695,0.0546,0.043,0.0303,,,0.013255,,,,,,,,,,,,,Post- AGB
,14.339,12.364,10.737,,,,,,,,,,,,0.0369,0.0678,0.0949,0.116,,,0.051265,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000627,0.000625,0.00221,0.00681,,,0.04443,,,,,,,,,,,,,Post- AGB
,17.22,16.377,15.985,,,,,,,,,,,,0.000343,0.00045,0.000722,0.00129,,,0.0061055,,,,,,,,,,,,,Post- AGB
,13.542,12.604,12.312,,,,,,,,,,,,0.00427,0.00304,0.00253,0.00404,,,0.00194,,,,,,,,,,,,,Post- AGB
,12.339,11.442,11.158,,,,,,,,,,,,0.0136,0.0099,0.00754,0.00641,,,0.0031485,,,,,,,,,,,,,Post- AGB
,12.54,11.583,11.227,,,,,,,,,,,,0.0125,0.00727,0.00572,0.00421,,,0.001704,,,,,,,,,,,,,Post- AGB
,12.268,11.311,10.993,,,,,,,,,,,,0.0134,0.00865,0.00631,0.00458,,,0.00218,,,,,,,,,,,,,Post- AGB
,12.215,11.298,10.906,,,,,,,,,,,,0.0149,0.00842,0.00629,0.00431,,,0.001961,,,,,,,,,,,,,Post- AGB
,15.654,,15.627,,,,,,,,,,,,0.000172,0.000111,,0.00013,,,0.0052145,,,,,,,,,,,,,Post- AGB
,13.85,13.028,12.893,,,,,,,,,,,,0.00229,0.00131,0.00093,0.000513,,,0.000767,,,,,,,,,,,,,Post- AGB
,12.857,12.864,12.784,,,,,,,,,,,,0.00212,0.00149,0.000968,0.000607,,,0.0078975,,,,,,,,,,,,,Post- AGB
,12.529,11.596,11.307,,,,,,,,,,,,0.0101,0.00602,0.00443,0.00382,,,0.002713,,,,,,,,,,,,,Post- AGB
,13.946,13.254,12.821,,,,,,,,,,,,0.00563,0.00653,0.00693,0.00763,,,0.004689,,,,,,,,,,,,,Post- AGB
,12.451,12.102,11.804,,,,,,,,,,,,0.0158,0.0198,0.0226,0.0347,,,0.031565,,,,,,,,,,,,,Post- AGB
,13.508,12.684,12.472,,,,,,,,,,,,0.00329,0.00192,0.00143,0.00104,,,0.0011685,,,,,,,,,,,,,Post- AGB
,17.23,16.578,15.669,,,,,,,,,,,,,0.000714,0.00491,0.0136,,,0.15435,,,,,,,,,,,,,Post- AGB
,12.276,11.334,10.965,,,,,,,,,,,,0.015,0.00992,0.00731,0.00611,,,0.0044145,,,,,,,,,,,,,Post- AGB
,13.061,12.604,12.388,,,,,,,,,,,,0.00429,0.00407,0.00688,0.0232,,,0.1116,,,,,,,,,,,,,Post- AGB
,16.824,15.874,14.409,,,,,,,,,,,,0.00666,0.0126,0.0277,0.0472,,,0.35895,,3.032,,,,,,,,,,,Post- AGB
,16.222,15.081,13.799,,,,,,,,,,,,0.00607,0.00939,0.0141,0.024,,,0.1492,,0.7081,,,,,,,,,,,Post- AGB
,15.628,15.111,14.275,,,,,,,,,,,,0.00301,0.00342,0.0104,0.0322,,,0.2502,,,,,,,,,,,,,Post- AGB
,12.675,11.728,11.483,,,,,,,,,,,,0.00912,0.00604,0.00485,0.00391,,,0.001753,,,,,,,,,,,,,Post- AGB
,16.92,,15.863,,,,,,,,,,,,0.000655,0.000557,0.00386,0.00979,,,0.03287,,0.2985,,,,,,,,,,,Post- AGB
,15.692,15.381,15.211,,,,,,,,,,,,0.00169,0.00336,0.00601,0.0145,,,0.021965,,,,,,,,,,,,,Post- AGB
,12.35,11.449,11.114,,,,,,,,,,,,0.0121,0.00778,0.00599,0.00427,,,0.001802,,,,,,,,,,,,,Post- AGB
,12.355,11.309,10.96,,,,,,,,,,,,0.0152,0.00806,0.00654,0.00436,,,0.001826,,,,,,,,,,,,,Post- AGB
,12.963,12.089,11.76,,,,,,,,,,,,0.0116,0.0127,0.0138,0.0172,,,0.016045,,,,,,,,,,,,,Post- AGB
,12.434,11.389,11.079,,,,,,,,,,,,0.0127,0.00785,0.00624,0.00528,,,0.0028715,,,,,,,,,,,,,Post- AGB
,14.49,14.556,14.573,,,,,,,,,,,,0.00044,0.000296,0.000152,0.000174,,,0.003235,,,,,,,,,,,,,Post- AGB
,14.233,13.386,13.13,,,,,,,,,,,,0.00234,0.00179,0.00185,0.00349,,,0.003849,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000213,0.000093,,0.000171,,,0.01235,,,,,,,,,,,,,Post- AGB
,14.985,15.062,15.189,,,,,,,,,,,,0.000243,0.000156,0.00011,0.000229,,,0.038625,,,,,,,,,,,,,Post- AGB
,12.748,11.695,11.4,,,,,,,,,,,,0.00955,0.00621,0.00464,0.0043,,,0.002717,,,,,,,,,,,,,Post- AGB
,14.93,15.07,15.034,,,,,,,,,,,,0.000266,0.000171,0.000143,0.000119,,,0.0082905,,,,,,,,,,,,,Post- AGB
,12.533,11.613,11.322,,,,,,,,,,,,0.0104,0.00631,0.0048,0.00364,,,0.0015545,,,,,,,,,,,,,Post- AGB
,12.434,11.544,11.182,,,,,,,,,,,,0.0115,0.00649,0.00485,0.00329,,,0.0018875,,,,,,,,,,,,,Post- AGB
,15.189,14.464,13.452,,,,,,,,,,,,0.00709,0.00847,0.00884,0.0102,,,0.009496,,,,,,,,,,,,,Post- AGB
,,17.242,15.708,,,,,,,,,,,,0.00143,0.00189,0.00403,0.0153,,,0.068415,,,,,,,,,,,,,Post- AGB
,12.503,11.648,11.351,,,,,,,,,,,,0.0109,0.00703,0.00527,0.0038,,,0.0015395,,,,,,,,,,,,,Post- AGB
,11.602,11.347,10.941,,,,,,,,,,,,0.0361,0.0379,0.0386,0.0445,,,0.022965,,,,,,,,,,,,,Post- AGB
,12.414,11.525,11.238,,,,,,,,,,,,0.0103,0.00633,0.00472,0.00387,,,0.001765,,,,,,,,,,,,,Post- AGB
,12.928,12.843,12.687,,,,,,,,,,,,0.00176,0.00121,0.00086,0.000729,,,0.055695,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.011,0.00713,0.00536,0.00456,,,0.0025175,,,,,,,,,,,,,Post- AGB
,12.848,11.686,11.322,,,,,,,,,,,,0.0117,0.00761,0.00598,0.00587,,,0.003469,,,,,,,,,,,,,Post- AGB
,15.82,13.895,11.879,,,,,,,,,,,,0.08054,0.1203,0.1636,0.1898,,,0.082885,,,,,,,,,,,,,Post- AGB
,12.277,11.362,11.111,,,,,,,,,,,,0.0113,0.00654,0.00466,0.0026,,,0.0012255,,,,,,,,,,,,,Post- AGB
,15.591,14.201,12.908,,,,,,,,,,,,0.00978,0.0114,0.0129,0.0135,,,0.0094145,,,,,,,,,,,,,Post- AGB
,12.56,11.647,11.406,,,,,,,,,,,,0.0146,0.018,0.0267,0.0523,,,0.071725,,,,,,,,,,,,,Post- AGB
,12.484,11.579,11.245,,,,,,,,,,,,0.0121,0.00736,0.00582,0.00549,,,0.0028335,,,,,,,,,,,,,Post- AGB
,13.672,12.679,12.431,,,,,,,,,,,,0.00374,0.00222,0.00168,0.00188,,,0.001123,,,,,,,,,,,,,Post- AGB
,14.9,15.063,15.121,,,,,,,,,,,,0.000256,0.00017,0.000152,0.000316,,,0.020485,,,,,,,,,,,,,Post- AGB
,16.422,15.104,13.204,,,,,,,,,,,,0.0165,0.0252,0.04,0.0667,,,0.60055,,,,,,,,,,,,,Post- AGB
,12.509,11.535,11.288,,,,,,,,,,,,0.0103,0.0066,0.00478,0.00393,,,0.0023845,,,,,,,,,,,,,Post- AGB
,17.194,,15.827,,,,,,,,,,,,0.000937,0.000613,0.00525,0.0158,,,0.094305,,1.12,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0166,0.00951,0.00719,0.00488,,,0.002057,,,,,,,,,,,,,Post- AGB
,13.089,12.635,12.093,,,,,,,,,,,,0.0246,0.0314,0.0392,0.0471,,,0.028355,,,,,,,,,,,,,Post- AGB
,11.68,10.771,10.505,,,,,,,,,,,,0.0196,0.0106,0.00782,0.0048,,,0.0072015,,,,,,,,,,,,,Post- AGB
